CKB Kulasekara,7.76,17.1125
CL Cairns,0,0
CL Herring,0,0
CL le Roux,0,0
CL Rogers,0,0
CL Simon,6,36
CL White,7.048888889,13.46666667
CM Durham,0,0
CM Gautam,0,0
CM Kirsten,6.68,30.5
CM Smith,10.5,0
CM Spearman,0,0
CM Tejas,0,0
CM Willoughby,9.9325,16.2
CM Wright,20,6
CMKK Wijerathne,9.33,0
CMKK Wijeratne,7.58,24
CMW Read,0,0
CN Ackermann,7.64,20.5
CN Kent,7.5,0
CN Miles,8.97,8.033333333
CO Obuya,5.33,12.04285714
CP Ashling,10.72,22
CP Murtagh,0,0
CP Savage,7.36,4
CP Schofield,8.34,24.5
CP Simpson,6.094,10.74
CP Tremain,7.53,22.86
CP Weerasinghe,6.25,24
CP Wood,8.325,19.9
CR Amini,7.09,22.5
CR Brathwaite,6.686666667,22.75
CR Dolley,7.9,8.875
CR Ervine,0,0
CR Foggo,0,0
CR Jones,0,0
CR Pathak,0,0
